kunta,ammatti,muu_tuki,lainat,etunimi,omat_varat,kulut_kaikki,yritys_tuki,puolue_lyh,rahoitus_kaikki,valitetty_tuki,puolueyhdistys_tuki,puolue,vaalipiiri,sukunimi,yksityinen_tuki,puolue_tuki
Lemland,ekonomie magister,0,0,Tony Mikael,703,4709,0,,4709,0,0,AFÅ,Ahvenanmaan vaalipiiri,Asumaa,0,4006
Raisio,"yhdyskuntateknikko, yrittäjä",0,0,Rauno Oiva,200,275,0,SIT,275,0,25,Yhteislista sitoutumattomat,Varsinais-Suomen vaalipiiri,Rantanen,50,0
Turku,"tietokoneyliasentaja, atk-tukihenkilö",500,0,Tomi Matias Olavi,0,500,0,SIT,500,0,0,Yhteislista sitoutumattomat,Varsinais-Suomen vaalipiiri,Viitanen,0,0
Turku,"yksityisetsivä, eläinsuojeluvalvoja",0,0,Olavi Juhani,300,600,0,VP,600,0,0,Vapauspuolue (VP) - Suomen tulevaisuus r.p.,Varsinais-Suomen vaalipiiri,Mäenpää,300,0
Kokkola,vartija,500,0,Ari Juhani,50,550,0,VP,550,0,0,Vapauspuolue (VP) - Suomen tulevaisuus r.p.,Vaasan vaalipiiri,Laakso,0,0
Kaarina,"valtiotieteiden maisteri, liiketalouden tradenomi",0,0,Lisbet Anne-Marie,2361,3000,0,VP,3000,0,0,Vapauspuolue (VP) - Suomen tulevaisuus r.p.,Varsinais-Suomen vaalipiiri,Puttonen,500,139
Pori,"filosofian maisteri, kauppatieteiden maisteri",0,0,Maria Annika,630,1650,0,VIHR,1650,0,220,Vihreä liitto r.p.,Satakunnan vaalipiiri,Väkiparta,800,0
Iisalmi,"eduskunnan varapuhemies, valtiotieteiden tohtori",1500,0,Seppo Arimo,16400,34000,7500,KESK,34000,0,4000,Suomen Keskusta r.p.,Pohjois-Savon vaalipiiri,Kääriäinen,4600,0
Joensuu,"toimintaterapeutti, kuvataiteilija",0,0,Pirkko,8000,8000,0,VIHR,8000,0,0,Vihreä liitto r.p.,Pohjois-Karjalan vaalipiiri,Nuutinen,0,0
Helsinki,"tiedetoimittaja, arkkitehti",500,0,Pasi,1000,3000,0,VIHR,3000,0,0,Vihreä liitto r.p.,Uudenmaan vaalipiiri,Toiviainen,1500,0
Nivala,metsäkoneasentaja,0,0,Jari Markku Juhani,108,110,0,VP,0,0,0,Vapauspuolue (VP) - Suomen tulevaisuus r.p.,Oulun vaalipiiri,Kaarlela,1,0
Inari,"media-assistentti, yrittäjä",0,0,Eetu,50,255,0,VIHR,255,0,100,Vihreä liitto r.p.,Lapin vaalipiiri,Suominen,55,0
Kotka,erityisperhetyöntekijä,750,0,Sami,1200,4000,570,VIHR,4000,0,330,Vihreä liitto r.p.,Kymen vaalipiiri,Virtanen,1150,0
Kotka,suomen kielen lehtori,0,0,Leena,2500,7500,500,VIHR,7500,1330,720,Vihreä liitto r.p.,Kymen vaalipiiri,Griinari,2450,0
Riihimäki,koulunkäyntiohjaaja,0,0,Pepe Matinpoika,150,50,0,VP,100,0,0,Vapauspuolue (VP) - Suomen tulevaisuus r.p.,Hämeen vaalipiiri,Viljanen,0,0
Turku,"taksinkuljettaja, teol.yo.",0,0,Juho Pekka Olavi,0,500,0,KD,500,0,500,Suomen Kristillisdemokraatit (KD),Varsinais-Suomen vaalipiiri,Jääskeläinen,0,0
Kerimäki,"kansanedustaja, toimittaja",0,0,Heli Maria,19000,16132,0,VIHR,20000,0,720,Vihreä liitto r.p.,Etelä-Savon vaalipiiri,Järvinen,290,0
Savonlinna,"luontokuvaaja, dokumentaristi",0,0,Juha Tapani,890,280,0,VIHR,1200,0,0,Vihreä liitto r.p.,Etelä-Savon vaalipiiri,Taskinen,310,0
Helsinki,opiskelija,0,0,Verna,340,4510,450,VIHR,4510,0,1420,Vihreä liitto r.p.,Helsingin vaalipiiri,Castrén,2300,0
Helsinki,"oikeustieteen maisteri, lakimies",0,0,Husein,4500,9000,0,VIHR,8900,0,300,Vihreä liitto r.p.,Helsingin vaalipiiri,Muhammed,5000,0
Helsinki,"kansainvälisten asiain koordinaattori, valtiotieteiden maist",0,0,Sanna,7300,20000,1500,VIHR,20000,0,600,Vihreä liitto r.p.,Helsingin vaalipiiri,Vesikansa,10600,0
Helsinki,"diplomi-insinööri, puolueen varapuheenjohtaja",0,0,Mari,21707,27957,0,VIHR,27957,0,350,Vihreä liitto r.p.,Helsingin vaalipiiri,Puoskari,5900,0
Helsinki,"kansanedustaja, tutkija",0,34900,Outi,37151,41316,0,VIHR,41316,0,760,Vihreä liitto r.p.,Helsingin vaalipiiri,Alanko-Kahiluoto,4165,0
Helsinki,"viestintäpäällikkö, Master of Laws",0,0,Tuuli,23440,29126,0,VIHR,29126,0,486,Vihreä liitto r.p.,Helsingin vaalipiiri,Kousa,5399,0
Helsinki,"filosofian maisteri, opintojohtaja",0,0,Ville,6000,23000,0,VIHR,23000,0,500,Vihreä liitto r.p.,Helsingin vaalipiiri,Ylikahri,16500,0
Helsinki,erityisopettaja,0,0,Sirkku,330,1700,0,VIHR,1700,0,660,Vihreä liitto r.p.,Helsingin vaalipiiri,Ingervo,710,0
Helsinki,"vs. pääsihteeri, tohtorikoulutettava, tf. generalsekreterare",0,0,Anna,3700,5485,0,VIHR,5390,0,640,Vihreä liitto r.p.,Helsingin vaalipiiri,Moring,1050,0
Helsinki,valtiotieteen lisensiaatti,0,0,Osmo,10000,23044,0,VIHR,19368,0,0,Vihreä liitto r.p.,Helsingin vaalipiiri,Soininvaara,9368,0
Helsinki,"psykologi, filosofian maisteri",0,0,Riitta,3897,7588,300,VIHR,7588,0,0,Vihreä liitto r.p.,Helsingin vaalipiiri,Skoglund,3391,0
Helsinki,"puolueen puheenjohtaja, työministeri",0,0,Anni,41000,42912,0,VIHR,42912,0,412,Vihreä liitto r.p.,Helsingin vaalipiiri,Sinnemäki,1527,0
Helsinki,"pääsihteeri, hallintotieteiden maisteri",0,0,Leo,11732,13698,0,VIHR,13698,0,0,Vihreä liitto r.p.,Helsingin vaalipiiri,Stranius,1966,0
Helsinki,opiskelija,1457,0,Emma,10000,19546,0,VIHR,19213,0,1621,Vihreä liitto r.p.,Helsingin vaalipiiri,Kari,6135,0
Helsinki,"tekniikan tohtori, tutkija",0,0,Marko,4039,5069,0,VIHR,5069,0,900,Vihreä liitto r.p.,Helsingin vaalipiiri,Kosunen,130,0
Helsinki,ylioppilas,0,0,Henrik,1889,4400,0,VIHR,4411,250,1105,Vihreä liitto r.p.,Helsingin vaalipiiri,Jaakkola,1166,0
Helsinki,kolumnisti,0,20000,Jukka,600,24600,0,VIHR,24600,0,0,Vihreä liitto r.p.,Helsingin vaalipiiri,Relander,4000,0
Helsinki,"kansanedustaja, ulkoministerin erityisedustaja",2000,0,Pekka,28360,39500,6000,VIHR,39500,0,140,Vihreä liitto r.p.,Helsingin vaalipiiri,Haavisto,3000,0
Helsinki,kätilö,0,0,Zahra,0,2568,0,VIHR,2631,0,274,Vihreä liitto r.p.,Helsingin vaalipiiri,Abdulla,2356,0
Helsinki,"YTM, Vasemmistonuorten pj, magister i samhällsvetenskaper, o",8300,0,Dan Mikael,10800,25100,0,VAS,25100,0,0,Vasemmistoliitto r.p.,Helsingin vaalipiiri,Koivulaakso,5150,850
Helsinki,"kansanedustaja, valtiotieteiden maisteri",0,0,Johanna,26090,28796,0,VIHR,28796,0,706,Vihreä liitto r.p.,Helsingin vaalipiiri,Sumuvuori,1999,0
Helsinki,"yhteiskuntatieteiden maisteri, puoluesihteeri",100,0,Sirpa Liisa,17300,30000,100,VAS,30000,6900,1000,Vasemmistoliitto r.p.,Helsingin vaalipiiri,Puhakka,4600,0
Helsinki,"valtiotieteiden kandidaatti, opiskelija",2400,0,Meri Katri Maria,570,5800,0,VAS,5800,0,1470,Vasemmistoliitto r.p.,Helsingin vaalipiiri,Immonen,960,0
Helsinki,"ylioppilasmerkonomi, valtiotieteiden kandidaatti",1650,0,Riku Jussi,225,4735,0,VAS,4735,0,900,Vasemmistoliitto r.p.,Helsingin vaalipiiri,Ahola,1960,0
Helsinki,"toimittaja, journalist",0,0,Anna Silvia,0,5750,0,VAS,5750,0,400,Vasemmistoliitto r.p.,Helsingin vaalipiiri,Modig,3000,2350
Helsinki,"valtiotieteiden tohtori, professori",0,0,Heikki Olavi,1200,2700,0,VAS,0,0,600,Vasemmistoliitto r.p.,Helsingin vaalipiiri,Patomäki,900,0
Helsinki,"teologian kandidaatti, filosofian ylioppilas",0,0,Hanna Gete,600,1700,0,VAS,1700,0,0,Vasemmistoliitto r.p.,Helsingin vaalipiiri,Mithiku,1100,0
Helsinki,"akademiforskare, akatemiatutkija",0,0,Anna Martina,498,2826,0,VAS,2826,0,1350,Vasemmistoliitto r.p.,Helsingin vaalipiiri,Reuter,977,0
Helsinki,psykologi,0,0,Anna Tuulikki,300,3340,0,VAS,3340,0,400,Vasemmistoliitto r.p.,Helsingin vaalipiiri,Vuorjoki,2640,0
Helsinki,"puolueen puheenjohtaja, kansanedustaja",9000,0,Paavo Erkki,10000,32000,0,VAS,32000,0,10000,Vasemmistoliitto r.p.,Helsingin vaalipiiri,Arhinmäki,3000,0
Helsinki,"ylioppilas, student",2000,0,Henrik John Mikael,2000,3000,0,VAS,4240,0,0,Vasemmistoliitto r.p.,Helsingin vaalipiiri,Nyholm,240,0
Helsinki,"sosionomi (amk), nuorisotyön suunnittelija",500,0,Kirsi Helinä,200,1775,0,VAS,1775,0,100,Vasemmistoliitto r.p.,Helsingin vaalipiiri,Pihlaja,200,775
Helsinki,"filosofian maisteri, apurahatutkija, filosofie magister, sti",0,0,Joonas,95,1015,0,VAS,1015,0,850,Vasemmistoliitto r.p.,Helsingin vaalipiiri,Leppänen,70,0
Helsinki,teollinen muotoilija,0,0,Hannu Juhani,0,0,0,STP,0,0,0,Suomen Työväenpuolue STP r.p.,Helsingin vaalipiiri,Rainesto,0,0
Helsinki,henkilökohtainen avustaja,0,0,Stacy Sofia,0,0,0,SKP,0,0,0,Suomen Kommunistinen Puolue,Helsingin vaalipiiri,Siivonen,0,0
Helsinki,puolueen puheenjohtaja,700,0,Yrjö Juhana,2000,3700,0,SKP,3700,0,1000,Suomen Kommunistinen Puolue,Helsingin vaalipiiri,Hakanen,0,0
Helsinki,"tutkijatohtori, valtiotieteiden tohtori",4000,0,Pilvi Tuulia,7000,35500,2750,SDP,35500,0,0,Suomen Sosialidemokraattinen Puolue,Helsingin vaalipiiri,Torsti,21750,0
Helsinki,"opiskelija, valtiotieteiden kandidaatti",400,0,Matti Nestori,4000,8300,0,SDP,8300,0,1250,Suomen Sosialidemokraattinen Puolue,Helsingin vaalipiiri,Niemi,2650,0
Helsinki,kansanedustaja,0,00,Lea Rakel,18300,20000,0,SDP,20000,0,500,Suomen Sosialidemokraattinen Puolue,Helsingin vaalipiiri,Hiltunen,1200,0
Helsinki,tuottaja,1000,0,Osku Markus Oskari,2000,9650,2000,SDP,9650,0,900,Suomen Sosialidemokraattinen Puolue,Helsingin vaalipiiri,Pajamäki,3750,0
Helsinki,näyttelijä,1880,0,Sara Johanna,0,6500,0,SDP,6500,0,620,Suomen Sosialidemokraattinen Puolue,Helsingin vaalipiiri,Paavolainen,4000,0
Helsinki,EU-asiantuntija,3750,0,Reijo Veli Erik,2940,7700,0,SDP,7700,0,750,Suomen Sosialidemokraattinen Puolue,Helsingin vaalipiiri,Paananen,260,0
Helsinki,puheenjohtaja,1700,0,Susanna Elina,0,4550,2000,SDP,6050,0,450,Suomen Sosialidemokraattinen Puolue,Helsingin vaalipiiri,Haapalainen,1600,0
Helsinki,"programdirektör, ohjelmajohtaja",0,0,Georg Henrik Wilhelm,0,1000,0,RKP,1000,0,0,Suomen ruotsalainen kansanpuolue r.p.,Helsingin vaalipiiri,Wrede,0,1000
Helsinki,"konsult, politices magister",230,0,Janina Teresa,0,5100,795,RKP,4845,0,930,Suomen ruotsalainen kansanpuolue r.p.,Helsingin vaalipiiri,Mackiewicz,1890,1000
Helsinki,tiedottaja,0,0,Britta Kristina,8300,11000,500,PS,11000,0,300,Perussuomalaiset r.p.,Helsingin vaalipiiri,Ljungqvist,1900,0
Helsinki,"diplomi-insinööri, ohjelmistokehittäjä",0,0,Jari Tapani,0,30,0,PIR,30,0,0,Piraattipuolue r.p.,Helsingin vaalipiiri,Metsälä,30,0
Helsinki,tietoliikenneasiantuntija,0,0,Len Lauri,2,302,300,PIR,300,0,0,Piraattipuolue r.p.,Helsingin vaalipiiri,Merikanto,0,0
Helsinki,filosofian ylioppilas,0,0,Satu Ilona,0,0,0,PIR,0,0,0,Piraattipuolue r.p.,Helsingin vaalipiiri,Immonen,0,0
Helsinki,"filosofian ylioppilas, tutkimusavustaja",0,0,Janne Petri,268,268,0,PIR,268,0,0,Piraattipuolue r.p.,Helsingin vaalipiiri,Hukkinen,0,0
Helsinki,"merkonomi, promootiotyöntekijä",0,0,Antti,0,300,0,PIR,300,0,0,Piraattipuolue r.p.,Helsingin vaalipiiri,Kurhinen,0,0
Helsinki,"opiskelija, kirjailija",0,0,Kaj Markus,0,30,0,PIR,100,0,0,Piraattipuolue r.p.,Helsingin vaalipiiri,Sotala,100,0
Helsinki,"puolueen varapuheenjohtaja, filosofian ylioppilas",0,0,Ahto Aleksis,0,0,0,PIR,0,0,0,Piraattipuolue r.p.,Helsingin vaalipiiri,Apajalahti,0,0
Helsinki,disc jockey,0,0,Nicolas Theodoros,0,0,0,M11,0,0,0,Muutos 2011 r.p.,Helsingin vaalipiiri,Mavromichalis,0,0
Helsinki,"diplomi-insinööri, tutkija",0,0,Lauri Ilmari,500,1000,0,M11,1000,0,0,Muutos 2011 r.p.,Helsingin vaalipiiri,Ahlroth,500,0
Helsinki,opiskelija,0,0,Aleksi Eemeli,0,207,0,M11,207,0,0,Muutos 2011 r.p.,Helsingin vaalipiiri,Pousar,207,0
Helsinki,"tietotekniikka-asiantuntija, filosofian maisteri",0,0,Mikko Johannes,200,200,0,PIR,200,0,0,Piraattipuolue r.p.,Helsingin vaalipiiri,Rauhala,0,0
Helsinki,"säveltaiteilija, päätoimittaja",0,0,Petri Kalevi,200,200,0,M11,0,0,0,Muutos 2011 r.p.,Helsingin vaalipiiri,Kaivanto,0,0
Helsinki,"yrittäjä, oikeustieteen kandidaatti",0,50000,Pia Riika Birgitta,0,55200,0,KOK,55200,0,2200,Kansallinen Kokoomus r.p.,Helsingin vaalipiiri,Pakarinen,3000,0
Helsinki,"filosofian ylioppilas, tietotekniikkasuunnittelija",0,0,Ville Uolevi,400,500,0,PIR,500,0,0,Piraattipuolue r.p.,Helsingin vaalipiiri,Hautakangas,101,0
Helsinki,"kansanedustaja, terveydenhuollon maisteri",0,0,Sari Johanna,0,25466,18225,KOK,25820,0,2000,Kansallinen Kokoomus r.p.,Helsingin vaalipiiri,Sarkomaa,5595,0
Helsinki,"säveltäjä, opettaja",0,0,Joonas Mikael,0,0,0,PIR,0,0,0,Piraattipuolue r.p.,Helsingin vaalipiiri,Mäkinen,0,0
Helsinki,"luonnontieteiden kandidaatti, opiskelija",0,0,Toni-Petri,0,0,0,PIR,0,0,0,Piraattipuolue r.p.,Helsingin vaalipiiri,Tiilikainen,0,0
Helsinki,"kauppatieteiden kandidaatti, tekniikan ylioppilas",0,0,Raoul Scott,50,50,0,PIR,50,0,0,Piraattipuolue r.p.,Helsingin vaalipiiri,Plommer,0,0
Mikkeli,"tutkija, kirjailija",0,0,Jan-Markus,0,0,0,PIR,0,0,0,Piraattipuolue r.p.,Helsingin vaalipiiri,Laasonen,0,0
Helsinki,"luonnontieteiden kandidaatti, opiskelija",0,0,Charlotta Mari,0,0,0,PIR,0,0,0,Piraattipuolue r.p.,Helsingin vaalipiiri,Söderholm,0,0
Helsinki,"everstiluutnantti evp, tutkija",0,0,Jarmo Juhani,12000,34000,16500,KOK,34000,0,0,Kansallinen Kokoomus r.p.,Helsingin vaalipiiri,Nieminen,4000,1500
Helsinki,"pappi, tutkija",0,0,Sanna Katriina,1580,1880,0,KESK,1880,0,550,Suomen Keskusta r.p.,Helsingin vaalipiiri,Lehtinen,0,0
Helsinki,professori,0,0,Laura Kristina,17000,20000,0,KESK,20000,0,0,Suomen Keskusta r.p.,Helsingin vaalipiiri,Kolbe,3000,0
Helsinki,"filosofian maisteri, liiketoimintapäällikkö",0,0,Juha Antero,2275,4550,400,KESK,4550,0,125,Suomen Keskusta r.p.,Helsingin vaalipiiri,Sarlund,1750,0
Helsinki,ylioppilas,0,0,Teppo Aleksi,2225,4725,0,KESK,4725,0,1400,Suomen Keskusta r.p.,Helsingin vaalipiiri,Säkkinen,1100,0
Helsinki,"kansanedustaja, pääministeri",0,0,Mari Johanna,0,41650,2000,KESK,41650,2650,0,Suomen Keskusta r.p.,Helsingin vaalipiiri,Kiviniemi,3655,35995
Helsinki,"konsultti, kääntäjä",0,0,Abdirahim Hussein,300,3500,0,KESK,3500,0,150,Suomen Keskusta r.p.,Helsingin vaalipiiri,Mohamed,3050,0
Helsinki,"diplomi-insinööri, yrittäjä",0,0,Olli Antero,3500,3500,0,KESK,3500,0,0,Suomen Keskusta r.p.,Helsingin vaalipiiri,Alku,0,0
Helsinki,rahoituspäällikkö,400,0,Markus Eemeli,7183,10053,0,KESK,10053,0,2200,Suomen Keskusta r.p.,Helsingin vaalipiiri,Kinnunen,270,0
Helsinki,"lastenlääkäri, valtiosihteeri",1800,0,Eeva Maija Kaarina,6300,19600,0,KESK,19600,0,300,Suomen Keskusta r.p.,Helsingin vaalipiiri,Kuuskoski,11300,0
Nurmijärvi,"myyntineuvottelija, eläkeläinen",0,0,Seija Tuulikki,1600,1900,0,KESK,1900,0,300,Suomen Keskusta r.p.,Helsingin vaalipiiri,Suorsa-Pahl,0,0
Helsinki,"puoluesihteeri, hallintotieteiden maisteri",0,0,Timo Kaleva,20000,30000,9000,KESK,30000,0,0,Suomen Keskusta r.p.,Helsingin vaalipiiri,Laaninen,1000,0
Helsinki,"yhteiskuntatieteiden kandidaatti, pääsihteeri",0,5000,Maria Kristiina,6300,11000,0,KESK,11000,0,1700,Suomen Keskusta r.p.,Helsingin vaalipiiri,Ruuskanen,3000,0
Helsinki,"kätilö (amk), sairaanhoitaja (amk)",0,0,Terhi Päivikki,8950,10200,850,KESK,10200,0,300,Suomen Keskusta r.p.,Helsingin vaalipiiri,Peltokorpi,100,0
Helsinki,"Bachelor of Science, erityisavustaja",0,0,Antti-Pekka Juhani,10600,12000,0,KESK,12000,0,1400,Suomen Keskusta r.p.,Helsingin vaalipiiri,Törmänen,0,0
Helsinki,toiminnanjohtaja,0,0,Vesa Lassi Kalevi,2200,2200,0,KESK,2200,0,0,Suomen Keskusta r.p.,Helsingin vaalipiiri,Lappalainen,0,0
Helsinki,"ylioppilas, eduskunta-avustaja",0,0,Eeva Sofia,1500,3000,0,KESK,3000,0,2000,Suomen Keskusta r.p.,Helsingin vaalipiiri,Kärkkäinen,500,0
Helsinki,"maatalous- ja metsätieteiden maisteri, työmarkkina-asiamies",960,0,Elina Maria,3251,7376,500,KESK,7376,0,300,Suomen Keskusta r.p.,Helsingin vaalipiiri,Das Bhowmik,2364,0
Helsinki,pastori,0,0,Timo Matti Kalervo,200,200,0,KD,200,0,0,Suomen Kristillisdemokraatit (KD),Helsingin vaalipiiri,Keskitalo,0,0
Helsinki,elokuva- ja tv-ilmaisun opettaja,0,0,Kimmo Petteri,600,700,0,KD,700,0,0,Suomen Kristillisdemokraatit (KD),Helsingin vaalipiiri,Hiienkoski,100,0
Helsinki,"kauppatieteiden maisteri, yritysviestinnän lehtori",0,4000,Eva Mia Lenita,4000,4250,0,KD,0,50,200,Suomen Kristillisdemokraatit (KD),Helsingin vaalipiiri,Snellman,0,0
Ristiina,historian ja yhteiskuntaopin lehtori,0,0,Mikko Juhani,396,1177,0,VIHR,1177,0,0,Vihreä liitto r.p.,Etelä-Savon vaalipiiri,Siitonen,781,0
Mikkeli,terveyskeskuslääkäri,0,0,Rauni Kyllikki,861,1374,0,VIHR,1374,0,363,Vihreä liitto r.p.,Etelä-Savon vaalipiiri,Berndt,150,0
Pieksämäki,aikuiskouluttaja,1500,0,Jorma Antti Johannes,100,1600,0,VIHR,1500,0,0,Vihreä liitto r.p.,Etelä-Savon vaalipiiri,Karjalainen,0,0
Mikkeli,"miestyön kehittäjä, YTM",0,0,Maija Anna-Lisa,300,550,0,VIHR,550,0,250,Vihreä liitto r.p.,Etelä-Savon vaalipiiri,Pietiläinen,0,0
Pieksämäki,ympäristöpolitiikan opiskelija,316,0,Martta Emilia,400,1831,0,VIHR,1831,0,420,Vihreä liitto r.p.,Etelä-Savon vaalipiiri,Kantele,695,0
Mikkeli,nuorisotutkija,0,0,Veli Ilmari,500,2300,0,VIHR,2300,0,200,Vihreä liitto r.p.,Etelä-Savon vaalipiiri,Liikanen,1600,0
Savonlinna,"toiminnanjohtaja, pääluottamusmies",0,0,Heikki Johannes,350,350,0,VIHR,350,0,0,Vihreä liitto r.p.,Etelä-Savon vaalipiiri,Härkönen,0,0
Savonlinna,kansanedustajan avustaja,0,0,Heikki Tuomas,1300,4000,0,VIHR,4000,0,0,Vihreä liitto r.p.,Etelä-Savon vaalipiiri,Vento,2700,0
Mikkeli,yo-merkonomi,0,0,Kauko Kalevi,300,1000,0,VIHR,1000,0,500,Vihreä liitto r.p.,Etelä-Savon vaalipiiri,Väisänen,0,200
Savonlinna,"yritysjohtaja, DI",0,2570,Sari Helena,370,3000,0,VIHR,3000,0,0,Vihreä liitto r.p.,Etelä-Savon vaalipiiri,Nyrhinen,60,0
Kerimäki,"luomuviljelijä, eläkkeellä",250,0,Iikka Eemeli,100,850,0,VIHR,850,0,500,Vihreä liitto r.p.,Etelä-Savon vaalipiiri,Muhonen,0,0
Savonlinna,työterveyslääkäri,0,0,Pekka Olavi,750,750,0,VIHR,750,0,0,Vihreä liitto r.p.,Etelä-Savon vaalipiiri,Peltonen,0,0
Ristiina,laborantti,1900,0,Merja Anitta,0,2200,0,VAS,2200,0,0,Vasemmistoliitto r.p.,Etelä-Savon vaalipiiri,Vasajoki,0,300
Savonlinna,"työsuojeluvaltuutettu, asettaja",4800,0,Esa Ensio,200,0,0,VAS,6300,0,1200,Vasemmistoliitto r.p.,Etelä-Savon vaalipiiri,Valkonen,100,0
Pieksämäki,puistotyöntekijä - työnjohtaja,0,0,Arto Tero,450,1200,250,VAS,1200,0,0,Vasemmistoliitto r.p.,Etelä-Savon vaalipiiri,Rautiainen,500,0
Pieksämäki,kehitysvammaisten ohjaaja,500,0,Risto Juha Antero,100,900,0,VAS,800,0,0,Vasemmistoliitto r.p.,Etelä-Savon vaalipiiri,Mykkänen,0,300
Pieksämäki,kulttuurituottaja,0,0,Venla Julia,150,642,0,VAS,642,0,492,Vasemmistoliitto r.p.,Etelä-Savon vaalipiiri,Vatanen,0,0
Pieksämäki,sekatyömies,1000,0,Ville Tapani,0,1150,0,VAS,1150,0,150,Vasemmistoliitto r.p.,Etelä-Savon vaalipiiri,Vehviläinen,0,0
Pieksämäki,"sosionomi (AMK),kehitysvammaisten ohjaaja",0,0,Katja Annastina Varvara,200,2800,0,SDP,2600,0,1000,Suomen Sosialidemokraattinen Puolue,Etelä-Savon vaalipiiri,Tsutsunen,1600,0
Pieksämäki,opiskelija,1250,0,Sini Suvi Annikki,0,0,0,VAS,1250,0,0,Vasemmistoliitto r.p.,Etelä-Savon vaalipiiri,Savolainen,0,0
Punkaharju,"saumaaja, varapääluottamusmies",0,0,Eija Anneli,1500,11324,0,SDP,13890,0,0,Suomen Sosialidemokraattinen Puolue,Etelä-Savon vaalipiiri,Stenberg,0,0
Savonlinna,johdon erityisasiantuntija,3200,0,Jouni Ensio,5500,12700,0,SDP,12700,0,3000,Suomen Sosialidemokraattinen Puolue,Etelä-Savon vaalipiiri,Backman,1000,0
Savonlinna,yrittäjä,0,0,Kaj Valentin,5501,0,1699,PS,7200,0,0,Perussuomalaiset r.p.,Etelä-Savon vaalipiiri,Turunen,0,0
Pieksämäki,"dosentti, psykologian tohtori",0,0,Antti Olavi Tapio,2964,2964,0,PS,0,0,0,Perussuomalaiset r.p.,Etelä-Savon vaalipiiri,Klen,0,0
Mikkeli,diplomi-insinööri,0,0,Mika Daniel,200,200,0,PIR,200,0,0,Piraattipuolue r.p.,Etelä-Savon vaalipiiri,Letonsaari,0,0
Mikkeli,opiskelija,0,0,Simo Topias,0,0,0,M11,0,0,0,Muutos 2011 r.p.,Etelä-Savon vaalipiiri,Lipsanen,0,0
Pieksämäki,"yrittäjä, tapahtumatuottaja",0,0,Heikki Petteri,400,3200,700,KOK,3200,0,1500,Kansallinen Kokoomus r.p.,Etelä-Savon vaalipiiri,Skyttä,600,0
Mikkeli,"ylipalomies, työsuojeluasiamies",0,0,Eero Jukka,0,0,0,KOK,0,0,0,Kansallinen Kokoomus r.p.,Etelä-Savon vaalipiiri,Aho,0,0
Enonkoski,"kirkkoherra, TM",0,0,Toivo Ilmari,1100,3170,0,KESK,3170,0,940,Suomen Keskusta r.p.,Etelä-Savon vaalipiiri,Loikkanen,1130,0
Pertunmaa,"kansanedustaja, maanviljelijä",1000,0,Jari Juhani,23150,28000,3850,KESK,28000,0,0,Suomen Keskusta r.p.,Etelä-Savon vaalipiiri,Leppä,0,0
Savonlinna,osastonhoitaja,0,0,Kirsi Maarit,5400,10000,0,KESK,10000,0,0,Suomen Keskusta r.p.,Etelä-Savon vaalipiiri,Torikka,2600,2000
Rantasalmi,"opiskelija, myyjä",1000,0,Eero Tapio,1600,7500,0,KESK,7500,0,3400,Suomen Keskusta r.p.,Etelä-Savon vaalipiiri,Sistonen,500,1000
Pieksämäki,"luokanopettaja, lähihoitaja",0,0,Johanna Maarit,2200,2721,0,KESK,2721,0,0,Suomen Keskusta r.p.,Etelä-Savon vaalipiiri,Lehvonen,521,0
Savonlinna,autoilija,250,20000,Matti-Pekka August,0,31300,4500,KESK,31300,0,125,Suomen Keskusta r.p.,Etelä-Savon vaalipiiri,Parkkinen,6425,0
Mikkeli,"erikoislääkäri, lääketieteen tohtori",0,0,Seija Kyllikki,12000,14635,300,KESK,14635,0,1500,Suomen Keskusta r.p.,Etelä-Savon vaalipiiri,Korhonen,1235,0
Espoo,"toimitusjohtaja, OTL",0,0,Heikki Veli Pekka,0,3523,5500,KESK,5650,0,0,Suomen Keskusta r.p.,Etelä-Savon vaalipiiri,Suopohja,150,0
Joroinen,"kansanedustaja, MMM",500,0,Katri Helena,24300,26000,1000,KESK,26000,0,0,Suomen Keskusta r.p.,Etelä-Savon vaalipiiri,Komi,200,0
Rantasalmi,"yrittäjä, projektipäällikkö",0,0,Toni Petteri,3321,7091,1000,KESK,7091,0,1300,Suomen Keskusta r.p.,Etelä-Savon vaalipiiri,Auvinen,1470,0
Mikkeli,"isännöitsijä, yrittäjä",0,0,Martti Ilmari,14000,20000,2000,KESK,20000,0,1000,Suomen Keskusta r.p.,Etelä-Savon vaalipiiri,Lokka,3000,0
Mikkeli,"toiminnanjohtaja, kenttäpäällikkö",0,0,Sami Johannes,300,3720,0,KD,3720,0,0,Suomen Kristillisdemokraatit (KD),Etelä-Savon vaalipiiri,Järvinen,1020,2400
Savonlinna,"rehtori, kirjailija",0,0,Teuvo Viktor,4000,25000,0,KD,25000,0,0,Suomen Kristillisdemokraatit (KD),Etelä-Savon vaalipiiri,Riikonen,0,0
Forssa,valmentaja,0,16500,Alpo Juhani,0,17500,0,VIHR,17500,0,1000,Vihreä liitto r.p.,Hämeen vaalipiiri,Suhonen,0,0
Lahti,"toimitusjohtaja, ympäristöasiantuntija",0,0,Aleksi Aarne Tapio,2530,3500,0,VIHR,3500,0,0,Vihreä liitto r.p.,Hämeen vaalipiiri,Mäntylä,970,0
